prefecture,place,index,name,beforeAccess,afterAccess,beforeConfidence,afterConfidence,actions
Cyclades,Milos,25,Τουρκοθάλασσα,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Milos,28,Φατούρενα,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Milos,30,Φυρλίνγκος,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Milos,32,Ψαθί,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Milos,33,Ψαροβολάδα,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Milos,35,Αγκάλη,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Milos,36,Βούδια,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Cyclades,Milos,37,Καστανάς,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Milos,38,Κολυμπισιώνας,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Milos,39,Ρέμα,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Milos,40,Τρία Πηγάδια,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Mykonos,15,Κάπαρη,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Mykonos,17,Κάτω Τηγάνι,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Mykonos,20,Λούλος,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Mykonos,23,Μερσίνη,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Mykonos,24,Μερχιά,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Mykonos,33,Τηγάνι,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Mykonos,36,Φραγκιά,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Naxos,21,Παραλία Λιμνάρι,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Cyclades,Naxos,23,Μελινό,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Cyclades,Naxos,34,Παραλία Σπεδό,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Cyclades,Naxos,37,Παραλία Ψωφαγριλιά,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Cyclades,Paros,1,Άγιος Δημήτριος,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Paros,2,Άγιος Στέφανος,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Paros,3,Αμπελάς,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Cyclades,Paros,4,Άσπρος Γκρεμός,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Paros,5,Βουτάκος,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Paros,6,Γλυφάδες,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Paros,9,Καλόγερος,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Paros,12,Λάγγερη,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Paros,14,Λίμνες,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Paros,16,Λωλαντώνης,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Cyclades,Paros,20,Μώλος,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Cyclades,Paros,21,Ναυτικός όμιλος Πάρου,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Paros,22,Ξυφάρα,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Cyclades,Paros,23,Παραλία Αγκάλη Χρυσής Ακτής,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Paros,28,Πιπέρι,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Paros,30,Πυργάκι,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Paros,32,Τούρκου Άμμος,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Paros,34,Τσουκαλιά,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Schinoussa,0,Γερολιμνιώνας,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Schinoussa,3,Πορτοκάλι,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Schinoussa,5,Φουντάνα,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Schinoussa,6,Φυκιό,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,0,Αβεσσαλός,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Cyclades,Serifos,1,Άγιος Σώστης,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,2,Άη Γιάννης,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,3,Αλευράκια,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,5,Αχλάδι,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,7,Βορεινό,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,9,Γιαλούδι,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,11,Καλόγερος,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,12,Καραβάς,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,14,Κένταρχος,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,16,Λιά,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,18,Μαλιάδικο,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,20,Μεσιανό,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Serifos,22,Σκάλα,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Sifnos,3,Βλυχάδα,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Sifnos,11,Σάουρες,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Sikinos,1,Άγιος Παντελεήμονας,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Sikinos,2,Διαλισκάρι,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Cyclades,Sikinos,4,Σαντορινέικα,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Syros,7,Αη Λουκάς,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Syros,10,Αρμεός,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Syros,12,Βαθύ Γιαλούδι,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Syros,21,Μέγας Λάκος,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Cyclades,Tinos,0,Αγία Κυριακή,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,1,Αγιος Δημήτριος,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,3,Άγιος Πέτρος,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,7,Αγκάλη,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,8,Απηγανιά,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,9,Αποθήκες,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,10,Άσπρος Γυαλός,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,11,Βαθύ Υστερνίων,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,12,Βαθύ ΒΑ Τήνου,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,13,Εμπρος Διαλισκάρ,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,14,Καλύβια,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,15,Καντάνη,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,19,Κουσίνια,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,21,Λυχναυτιά,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,22,Μαλλί,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,23,Μαντροκλήσι,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,26,Πανούσα,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,27,Παραλία Αγία Θάλασσα,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,28,Παραλία Καβαλουρκό,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,29,Παραλία Σταυρός,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,30,Παχιά άμμος,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,31,Πίσω Διαλισκαρ,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,32,Πλατιά Άμμος,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,33,Πλατύς Γιαλός,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,35,Σάντα Μαργαρίτα,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Cyclades,Tinos,36,Σκληρός,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,37,Σταφίδα,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,38,Σχοινάκι,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Cyclades,Tinos,39,Τσαμπιά,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Dodecanese,Agathonisi,0,Βαθύ Πηγάδι,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Agathonisi,1,Γαδουρόλακκος,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Agathonisi,2,Πάλος,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Agathonisi,4,Τσαγκάρι,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Arki,0,Πατελιά,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Arki,1,Λιμνάρι,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Astypalaia,0,Άγιος Βασίλειος,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Astypalaia,1,Άγιος Ιωάννης,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Astypalaia,2,Άγιος Ιωάννης,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Astypalaia,4,Βάι,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Astypalaia,5,Βάτσες,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Astypalaia,6,Καμινάκια,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Astypalaia,12,Μικρές Βάτσες,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Astypalaia,14,Πάνορμος,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Astypalaia,16,Παχιά Άμμος,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Astypalaia,19,Ψιλή Άμμος,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Kalymnos,0,Έξω Αλμύρες,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Kalymnos,1,Χαλί,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Kalymnos,5,Τίχη,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Kalymnos,7,Κασόνια,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Kalymnos,11,Παραλία Ελιά,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Kalymnos,15,Παραλία Μεγάλες Αλμύρες,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Kalymnos,16,Παραλία Μικρές Αλμύρες,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Karpathos,26,Βανάντα,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Karpathos,27,Βοτσαλάκια,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Dodecanese,Karpathos,29,Άγιος Μηνάς,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Karpathos,31,Αργιλαοπόταμος,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Karpathos,32,Βάθια,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Karpathos,35,Κήπος Μιχαλιού,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Karpathos,37,Μακρύγιαλος,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Karpathos,42,Παραλία Διακοφτης,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Karpathos,44,Ψωράρης,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Kasos,0,Χέλατρος,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Kasos,1,Χοχλάκια,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Kasos,2,Μικρό Αυλάκι,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Kasos,3,Παραλία Τρίτα,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Kasos,4,Αμμούα,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Kastellorizo,2,Πλάκες,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Kos,17,Θερμά,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Kos,20,Παραλία Volcana,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Leros,2,Κιούρα,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Leros,5,Κόκκινη παραλία,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Dodecanese,Leros,6,Παραλία Αγίας Κιούρας,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Lipsi,1,Άγιος Νικόλαος,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Lipsi,2,Κάμπος,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Lipsi,3,Καμάρες,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Lipsi,5,Κισσίρια,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Lipsi,6,Κοίμηση,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Lipsi,7,Κορακιά,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Lipsi,8,Λεντού,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Lipsi,9,Λύρα,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Lipsi,10,Μερσίνη,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Lipsi,11,Ξηρόκαμπος,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Lipsi,13,Πλατύς Γιαλός,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Lipsi,14,Πνιγμένος,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Lipsi,15,Στίφη,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Lipsi,16,Τουρκόμνημα,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Lipsi,17,Χοχλάκουρα,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Nisyros,0,Παχιά Άμμος,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Nisyros,1,Χοχλάκοι,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Patmos,1,Άσπρη,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Patmos,2,Χοχλακάς,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Patmos,3,Άγιος Θεολόγος,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Dodecanese,Patmos,4,Σάψιλα,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Dodecanese,Patmos,6,Λιβάδι Καλογήρων,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Patmos,9,Παραλία Δίδυμες,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Patmos,12,Παραλία Λεύκες,passable_dirt_road,unknown,medium,low,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Pserimos,0,Παραλία Αυλάκια,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Pserimos,1,Βαθύ,hiking_path_easy,unknown,medium,low,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Dodecanese,Pserimos,2,Παραλία Μαραθούντα,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Rhodes,5,Αγία Τριάδα,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Dodecanese,Rhodes,7,Κεραμενή,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Rhodes,8,Κόκκινα,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Rhodes,9,Λιμανάκι,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Dodecanese,Rhodes,14,Παραλία Αλυκή,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Rhodes,20,Παραλία Καλαβάρδα,asphalt_road,asphalt_road,medium,low,confidence:medium->low|added_low_evidence_note
Dodecanese,Rhodes,21,Παραλία Καταφύγιο,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Rhodes,23,Παραλία Κοπριά,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Rhodes,24,Παραλία Κούλουρα,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Rhodes,25,Παραλία Κόκκινη Άμμος,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Rhodes,26,Παραλία Κύματα,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Rhodes,28,Παραλία Λιμνί,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Rhodes,29,Παραλία Μάσαρη,asphalt_road,asphalt_road,low,low,added_low_evidence_note
Dodecanese,Rhodes,33,Παραλία Φούρνοι,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Rhodes,35,Σουσούνια,passable_dirt_road,unknown,low,low,access:passable_dirt_road->unknown|added_low_evidence_note
Dodecanese,Symi,7,Παραλία της Σάρα,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Telendos,0,Παραλία Πνιγμένος,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Telendos,1,Παραλία Παπά,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Telendos,2,Παραλία Χοχλακάς,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Tilos,0,Σταυρός,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Tilos,3,Αγία Πέτρος,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Tilos,6,Λιμενάρι,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
Dodecanese,Tilos,7,Παραλία Κοκκίνι,hiking_path_easy,unknown,low,low,access:hiking_path_easy->unknown|added_low_evidence_note
